id,loan_amnt,term,int_rate,installment,grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,default,purpose,title,addr_state
4544,10000.0,36 months,26.57,405.95,E,DOD,8 years,MORTGAGE,60000.0,Source Verified,0,debt_consolidation,Debt consolidation,AZ
4545,20000.0,36 months,5.32,602.3,B,Finance Manager,10+ years,MORTGAGE,120000.0,Not Verified,0,debt_consolidation,Debt consolidation,AZ
4546,5000.0,36 months,14.47,172.04,C,jry. lineman,4 years,MORTGAGE,150000.0,Verified,0,debt_consolidation,stress free,MN
4547,9500.0,36 months,12.74,318.91,D,Sales and Marketing Manager,10+ years,MORTGAGE,85000.0,Source Verified,0,debt_consolidation,Debt consolidation,CO
4548,2500.0,36 months,16.99,89.12,D,Patient Financial Services Specialist,7 years,MORTGAGE,47000.0,Source Verified,0,major_purchase,Major purchase,MI
4549,5000.0,36 months,10.16,161.72,D,OVATIONS FOOD SERVICES,1 year,MORTGAGE,25000.0,Source Verified,0,debt_consolidation,Debt Consolidation,LA
4550,4800.0,36 months,10.65,156.36,B,US Bank,2 years,RENT,30000.0,Source Verified,0,debt_consolidation,Debt Consolidation,OR
4551,6000.0,36 months,11.47,197.78,B,Senior Utility Analyst,10+ years,MORTGAGE,82000.0,Source Verified,0,debt_consolidation,Debt consolidation,IN
4552,20000.0,60 months,13.65,461.75,D,Sales Manager,10+ years,MORTGAGE,80000.0,Not Verified,0,debt_consolidation,Debt consolidation,MO
4553,10000.0,60 months,24.85,292.64,E,Food Beverage Director,< 1 year,MORTGAGE,73000.0,Not Verified,1,credit_card,Credit card refinancing,NC
4554,20000.0,36 months,11.14,656.11,E,Vidalia City Schools,10+ years,MORTGAGE,55300.0,Verified,0,credit_card,Debt Free Plan,GA
4555,14600.0,36 months,11.53,481.66,E,Director,8 years,OWN,72000.0,Not Verified,0,debt_consolidation,Debt consolidation,VA
4556,13000.0,36 months,10.99,425.55,F,Professional Healthcare Sales Rep,4 years,MORTGAGE,65000.0,Source Verified,1,credit_card,Credit card refinancing,CT
4557,4075.0,36 months,19.03,149.44,E,RECEPTIONIST,10+ years,RENT,35000.0,Source Verified,0,debt_consolidation,Debt consolidation,CO
4558,5000.0,36 months,12.49,167.25,G,Systems Analyst,,RENT,19714.8,Verified,1,credit_card,Credit card refinancing,NV
4559,15000.0,36 months,21.0,565.13,B,Banner Desert Medical Center,< 1 year,RENT,60000.0,Source Verified,0,debt_consolidation,Debt consolidation,AZ
4560,10000.0,36 months,15.88,350.98,C,Wesley Medical Center,10+ years,MORTGAGE,144000.0,Verified,0,debt_consolidation,Debt consolidation,KS
4561,13000.0,36 months,13.99,444.25,E,Teacher,4 years,MORTGAGE,70000.0,Source Verified,0,debt_consolidation,Debt consolidation,NC
4562,18025.0,36 months,18.99,660.64,F,Project Director,2 years,OWN,60000.0,Verified,1,debt_consolidation,Debt consolidation,CT
4563,5000.0,36 months,7.89,156.43,A,General Manager ,10+ years,OWN,150000.0,Verified,0,vacation,Vacation,MO
4564,15000.0,36 months,21.45,568.6,C,mechanic,10+ years,MORTGAGE,59000.0,Verified,0,debt_consolidation,Debt consolidation,MI
4565,21000.0,60 months,17.19,524.06,E,Caesars Palace,< 1 year,RENT,75000.0,Verified,1,major_purchase,Scott,NV
4566,20000.0,36 months,11.53,659.81,C,,,MORTGAGE,84000.0,Verified,0,major_purchase,Major purchase,NC
4567,3500.0,36 months,12.49,117.08,D,Chief Maintenance Officer,10+ years,MORTGAGE,133000.0,Not Verified,0,moving,Moving and relocation,LA
4568,15000.0,36 months,5.32,451.73,D,President,10+ years,MORTGAGE,180000.0,Verified,0,debt_consolidation,Debt consolidation,CO
4569,6250.0,36 months,18.25,226.74,D,Dominos Pizza,7 years,RENT,23158.0,Verified,1,medical,loan1,VA
4570,20000.0,60 months,14.65,472.14,D,Armed Security officer,4 years,MORTGAGE,60000.0,Source Verified,1,credit_card,Credit card refinancing,AR
4571,35000.0,36 months,12.12,1164.51,E,,10+ years,MORTGAGE,98000.0,Verified,0,major_purchase,Major Purchase,MD
4572,28000.0,36 months,7.26,867.9,B,Owner,10+ years,MORTGAGE,100000.0,Source Verified,0,debt_consolidation,Debt consolidation,OR
4573,16325.0,60 months,23.43,464.26,G,Human Resources,7 years,MORTGAGE,46000.0,Source Verified,1,debt_consolidation,Debt consolidation,NC
4574,3200.0,36 months,13.66,108.85,C,customer service,1 year,RENT,30000.0,Not Verified,0,debt_consolidation,Debt consolidation,MN
4575,15325.0,36 months,17.27,548.44,C,Manager of Accounts,7 years,RENT,84500.0,Not Verified,1,major_purchase,Major purchase,MS
4576,5000.0,36 months,11.22,164.22,F,Laborer,1 year,RENT,15000.0,Verified,0,debt_consolidation,Debt consolidation,MT
4577,10000.0,60 months,13.99,232.64,F,Citations Processor,10+ years,RENT,43000.0,Not Verified,0,debt_consolidation,Debt consolidation,TN
4578,35000.0,60 months,16.02,851.51,F,Regional Account Manager,9 years,RENT,175000.0,Source Verified,1,debt_consolidation,Debt consolidation,NC
4579,8000.0,36 months,13.49,271.45,C,Patient Access Services,1 year,RENT,39000.0,Verified,0,debt_consolidation,Debt consolidation,MA
4580,24000.0,36 months,12.12,798.52,E,BostonPoliceDepartment,10+ years,MORTGAGE,120000.0,Verified,0,credit_card,Credit card refinancing,MA
4581,4500.0,36 months,14.65,155.23,F,Line cook,< 1 year,RENT,16800.0,Not Verified,0,debt_consolidation,Debt consolidation,OR
4582,14300.0,36 months,18.49,520.51,B,,2 years,RENT,37000.0,Verified,1,other,PAY DEBIT ,DC
4583,17000.0,36 months,11.99,564.57,E,Administrative Assistant,10+ years,OWN,56000.0,Not Verified,0,credit_card,Credit card refinancing,WV
4584,15000.0,60 months,13.68,346.55,C,Amerisave Mortgage Corporation,6 years,MORTGAGE,120000.0,Verified,0,home_improvement,bathroom remodel loan,KY
4585,8000.0,36 months,7.62,249.3,B,Hilton Garden Inn,9 years,MORTGAGE,50000.0,Not Verified,0,debt_consolidation,Free myself from credit card debt,VA
4586,8000.0,36 months,11.49,263.78,C,VP Finance,10+ years,MORTGAGE,250000.0,Source Verified,0,debt_consolidation,Debt consolidation,CT
4587,7475.0,36 months,13.33,253.06,D,RN,2 years,MORTGAGE,52000.0,Source Verified,0,debt_consolidation,Debt consolidation,OK
4588,35000.0,60 months,15.31,838.36,F,High School Principal,10+ years,MORTGAGE,90000.0,Verified,0,debt_consolidation,Debt consolidation,UT
4589,30000.0,36 months,8.9,952.6,C,Premier Radiology,10+ years,MORTGAGE,83574.0,Verified,0,debt_consolidation,Debt consolidation,TN
4590,5000.0,36 months,11.47,164.81,F,Transportation Coordinator,5 years,RENT,42000.0,Source Verified,0,debt_consolidation,Debt consolidation,UT
4591,10000.0,36 months,8.39,315.17,C,insurance sales,10+ years,MORTGAGE,125000.0,Source Verified,0,debt_consolidation,Debt consolidation,MO
4592,8000.0,36 months,13.99,273.39,A,Certification Technician,,OWN,58000.0,Verified,0,credit_card,Credit card refinancing,VA
4593,25000.0,36 months,8.39,787.92,B,West Coast General Manager,10+ years,MORTGAGE,108000.0,Source Verified,0,credit_card,Credit card refinancing,OR
4594,9425.0,36 months,20.5,352.68,C,Building/Service Clerk,7 years,MORTGAGE,35000.0,Verified,1,credit_card,Credit card refinancing,OH
4595,10000.0,36 months,13.11,337.47,B,,,OTHER,42960.0,Verified,0,home_improvement,home improvement,NC
4596,12000.0,60 months,12.29,268.7,A,Partner,10+ years,OWN,106000.0,Source Verified,0,home_improvement,Home improvement,GA
4597,27825.0,36 months,10.49,904.25,B,Registered nurse,10+ years,MORTGAGE,125000.0,Verified,0,debt_consolidation,Debt consolidation,AZ
4598,3500.0,36 months,11.47,115.37,C,prep chef,< 1 year,RENT,40000.0,Source Verified,0,car,Car financing,MI
4599,4000.0,36 months,8.24,125.79,C,Shift manager,3 years,MORTGAGE,47500.0,Source Verified,0,credit_card,Credit card refinancing,AZ
4600,3000.0,36 months,11.67,99.18,B,SandRidge Energy,,RENT,19706.0,Verified,0,credit_card,Credit card refinancing,CT
4601,10000.0,36 months,13.49,339.31,C,Director of Contracting,10+ years,RENT,130000.0,Not Verified,0,small_business,Business,CO
4602,24000.0,36 months,5.32,722.76,B,Director,1 year,MORTGAGE,140000.0,Source Verified,0,credit_card,Credit card refinancing,CO
4603,28000.0,60 months,10.75,605.31,C,Service Specialst ,10+ years,MORTGAGE,62000.0,Not Verified,0,debt_consolidation,Debt consolidation,MN
4604,24000.0,36 months,11.47,791.09,E,Driver,5 years,OWN,65000.0,Not Verified,1,major_purchase,Major purchase,NE
4605,5975.0,36 months,14.49,205.64,G,Accounting Administration,7 years,MORTGAGE,38000.0,Verified,0,debt_consolidation,Debt consolidation,GA
4606,17125.0,60 months,21.67,469.77,F,Vice President Wealth Management,4 years,MORTGAGE,94000.0,Source Verified,1,debt_consolidation,Debt consolidation,NV
4607,8000.0,36 months,7.69,249.55,G,Dental Hygienist,3 years,RENT,65000.0,Not Verified,0,credit_card,Credit card refinancing,NC
4608,2400.0,36 months,14.65,82.79,F,Direct care staff,2 years,RENT,32000.0,Source Verified,0,debt_consolidation,Debt consolidation,ME
4609,11000.0,60 months,11.44,241.59,D,Technician,10+ years,OWN,76900.0,Not Verified,0,major_purchase,Major purchase,OH
4610,15000.0,36 months,9.17,478.19,D,Auto body Tech,10+ years,MORTGAGE,80000.0,Source Verified,0,debt_consolidation,Debt consolidation,WA
4611,24000.0,60 months,15.88,582.11,C,Mona Electric,10+ years,MORTGAGE,80000.0,Verified,1,debt_consolidation,Debt Relief ,MD
4612,5000.0,36 months,10.49,162.49,E,Prepress,10+ years,MORTGAGE,46000.0,Not Verified,0,debt_consolidation,Debt consolidation,SC
4613,12000.0,36 months,12.35,400.59,E,Salesman,10+ years,OWN,62000.0,Verified,0,credit_card,Thank You!  Thank You!  Thank You!,IN
4614,15000.0,36 months,10.64,488.53,A,Providence Specialty Products,10+ years,MORTGAGE,66000.0,Not Verified,0,debt_consolidation,Loan to Pay,RI
4615,6600.0,36 months,14.49,227.15,D,Supervisor,10+ years,OWN,52000.0,Source Verified,0,debt_consolidation,Debt consolidation,AR
4616,15000.0,36 months,13.66,510.2,C,Server,2 years,RENT,60000.0,Source Verified,0,debt_consolidation,Debt consolidation,GA
4617,10000.0,36 months,11.99,332.1,E,US Army,10+ years,MORTGAGE,56000.0,Not Verified,1,debt_consolidation,Debt consolidation,GA
4618,23000.0,60 months,16.78,568.9,B,City of Phoenix,10+ years,RENT,56636.0,Verified,0,debt_consolidation,debt consolidation / pay off debt,AZ
4619,24000.0,60 months,19.99,635.72,E,Administrative Assistant,10+ years,MORTGAGE,115000.0,Source Verified,1,credit_card,Credit card refinancing,MO
4620,5000.0,36 months,14.99,173.31,E,SALES MANAGER,4 years,MORTGAGE,130000.0,Source Verified,1,vacation,Vacation,IN
4621,35000.0,36 months,24.99,1391.41,D,VP,7 years,RENT,100000.0,Verified,1,small_business,Business,NC
4622,16825.0,36 months,15.31,585.81,C,Stock Broker,10+ years,OWN,60000.0,Verified,0,credit_card,Credit card refinancing,WI
4623,4000.0,36 months,17.97,144.55,B,Mechanic/ Shop manager,2 years,RENT,50000.0,Verified,0,debt_consolidation,Debt consolidation,MT
4624,8000.0,36 months,11.53,263.93,F,,,OWN,40800.0,Verified,0,debt_consolidation,Debt consolidation,LA
4625,10000.0,36 months,11.49,329.72,D,Sr. financial analyst,10+ years,MORTGAGE,70000.0,Not Verified,0,debt_consolidation,Debt consolidation,WI
4626,8500.0,36 months,7.39,263.98,C,Accounts Receivables Mgr. ,10+ years,MORTGAGE,49000.0,Not Verified,0,debt_consolidation,Debt consolidation,AZ
4627,17500.0,60 months,11.47,384.61,F,Electrician,10+ years,MORTGAGE,50000.0,Source Verified,0,debt_consolidation,Debt consolidation,OK
4628,15000.0,36 months,12.74,503.54,E,SPO,10+ years,MORTGAGE,57502.0,Not Verified,0,debt_consolidation,Debt consolidation,MD
4629,8000.0,36 months,14.46,275.22,C,,,MORTGAGE,80000.0,Verified,0,home_improvement,,TN
4630,2325.0,36 months,23.99,91.21,G,,,OWN,8000.0,Verified,0,debt_consolidation,Debt consolidation,NM
4631,7000.0,36 months,11.39,230.47,F,,,OWN,21888.0,Verified,0,credit_card,Credit card refinancing,NC
4632,23600.0,36 months,11.53,778.58,E,Sales ,2 years,MORTGAGE,160000.0,Source Verified,0,debt_consolidation,Debt consolidation,GA
4633,1600.0,36 months,7.49,49.77,G,The Village At Blacksburg,9 years,RENT,40000.0,Not Verified,1,vacation,VACAY,VA
4634,9000.0,36 months,14.46,309.62,B,Mortgage Loan Officer,10+ years,MORTGAGE,125000.0,Source Verified,0,credit_card,Credit card refinancing,OH
4635,3000.0,36 months,10.75,97.87,A,Massage Manager,5 years,RENT,55000.0,Verified,0,debt_consolidation,Debt consolidation,VT
4636,2750.0,36 months,19.2,101.09,C,Technology Manager,,RENT,12000.0,Verified,1,debt_consolidation,loan,AZ
4637,12000.0,36 months,9.17,382.55,F,Recruiter,< 1 year,RENT,104000.0,Verified,0,debt_consolidation,Debt consolidation,VA
4638,3000.0,36 months,10.91,98.09,E,,,RENT,31000.0,Verified,0,credit_card,Credit card refinancing,WA
4639,10000.0,36 months,17.99,361.48,B,Respiratory Therapist,2 years,RENT,32000.0,Source Verified,1,debt_consolidation,Debt consolidation,MS
4640,2125.0,36 months,8.9,67.48,B,,,RENT,43000.0,Verified,0,credit_card,Thanks!,NH
4641,32000.0,60 months,15.61,771.57,G,Marketing Manager,6 years,MORTGAGE,85000.0,Verified,1,debt_consolidation,Debt consolidation,OH
4642,20000.0,36 months,16.02,703.34,A,Driver,< 1 year,RENT,40000.0,Verified,0,major_purchase,Major purchase,VA
4643,10000.0,36 months,15.59,349.55,F,Financial Advisor,8 years,MORTGAGE,250000.0,Source Verified,0,home_improvement,Debt consolidation,MI
4644,25000.0,36 months,15.57,873.63,D,office clerk,4 years,MORTGAGE,75000.0,Verified,1,debt_consolidation,DEBT CONSOLIDATION,NC
4645,10000.0,36 months,9.44,320.05,G,Planner/scheduler maintenance department,1 year,RENT,38000.0,Verified,0,debt_consolidation,Debt consolidation,VA
4646,12000.0,36 months,16.02,422.01,G,District Manager,1 year,MORTGAGE,100000.0,Not Verified,1,credit_card,Credit card refinancing,IN
4647,5000.0,36 months,8.99,158.98,C,Driver,6 years,MORTGAGE,60000.0,Not Verified,0,debt_consolidation,Debt consolidation,KY
4648,2400.0,36 months,7.39,74.54,A,install manager,6 years,RENT,66000.0,Not Verified,0,credit_card,Credit card refinancing,VA
4649,27200.0,36 months,13.35,921.07,D,Product and Content Specialist- RN,< 1 year,MORTGAGE,84000.0,Source Verified,1,debt_consolidation,Debt consolidation,MO
4650,24000.0,60 months,18.25,612.72,B,O&M Tecnician A,10+ years,MORTGAGE,120000.0,Not Verified,0,debt_consolidation,Debt consolidation,KY
4651,25000.0,36 months,17.99,903.69,E,Production Manager,3 years,OWN,69000.0,Source Verified,0,debt_consolidation,Debt consolidation,WA
4652,1600.0,36 months,14.08,54.75,E,Publicity Manager,2 years,RENT,60000.0,Source Verified,0,credit_card,Credit card refinancing,TN
4653,10000.0,36 months,7.97,313.23,B,,,RENT,30000.0,Verified,0,debt_consolidation,Debt consolidation,MI
4654,11200.0,60 months,14.52,263.64,D,Office Manager,5 years,MORTGAGE,37000.0,Verified,0,debt_consolidation,Debt consolidation,UT
4655,12000.0,60 months,19.99,317.86,C,Service Manager,10+ years,RENT,82000.0,Source Verified,0,debt_consolidation,Debt consolidation,MI
4656,9000.0,36 months,7.59,280.33,E,Machine operator ,3 years,MORTGAGE,40000.0,Not Verified,0,other,Other,TN
4657,6500.0,36 months,7.12,201.06,F,Marketing Director,1 year,OWN,62000.0,Not Verified,0,credit_card,Credit card refinancing,LA
4658,16000.0,36 months,7.97,501.17,B,Digital Information Systems Manager,6 years,MORTGAGE,167000.0,Not Verified,0,home_improvement,Home improvement,HI
4659,10000.0,36 months,11.53,329.91,B,RN,10+ years,MORTGAGE,102000.0,Not Verified,0,home_improvement,Home improvement,VA
4660,8400.0,36 months,9.17,267.79,D,Welder,4 years,MORTGAGE,59000.0,Not Verified,0,debt_consolidation,Debt consolidation,MI
4661,21000.0,60 months,15.61,506.34,F,Manufacturing Engineer,1 year,RENT,85000.0,Verified,0,debt_consolidation,Debt consolidation,VA
4662,20000.0,60 months,19.99,529.77,C,Teacher,10+ years,MORTGAGE,50000.0,Verified,1,debt_consolidation,Debt consolidation,NM
4663,35000.0,60 months,13.33,802.29,B,Financial Advisor,3 years,MORTGAGE,117000.0,Source Verified,0,credit_card,Credit card refinancing,AR
4664,5000.0,36 months,8.59,158.05,C,Co manager ,10+ years,RENT,42900.0,Source Verified,0,credit_card,Credit card refinancing,GA
4665,3600.0,36 months,11.53,118.77,F,Care Giver,6 years,MORTGAGE,25000.0,Not Verified,0,debt_consolidation,Debt consolidation,VT
4666,6000.0,36 months,9.44,192.03,C,Sr Analyst,2 years,RENT,120000.0,Not Verified,0,debt_consolidation,Debt consolidation,VA
4667,35000.0,36 months,13.35,1185.2,F,Logistics Officer,7 years,RENT,105405.0,Verified,0,debt_consolidation,Debt consolidation,HI
4668,10625.0,36 months,15.31,369.94,G,,,RENT,31488.0,Verified,0,other,Other,GA
4669,4500.0,36 months,10.99,147.31,C,Storekeeper,10+ years,OWN,60000.0,Source Verified,0,credit_card,Consolidate/car refinance,CT
4670,3000.0,36 months,9.49,96.09,A,construction foreman,4 years,MORTGAGE,40000.0,Source Verified,0,credit_card,Credit card refinancing,HI
4671,25200.0,60 months,18.55,647.48,B,RFP Manager,3 years,RENT,90000.0,Verified,0,debt_consolidation,Debt consolidation,NC
4672,28000.0,36 months,15.59,978.74,B,Senior SAP Analyst,5 years,OWN,110000.0,Source Verified,0,other,Other,WI
4673,12000.0,36 months,6.62,368.45,D,Sysco Foodservices of Detroit,10+ years,MORTGAGE,65000.0,Not Verified,0,debt_consolidation,consolidation loan,MI
4674,17000.0,36 months,7.35,527.64,C,Office Manger,< 1 year,MORTGAGE,30000.0,Not Verified,0,credit_card,Credit card refinancing,DE
4675,2800.0,36 months,13.33,94.79,B,A/C equipment operator,5 years,RENT,85000.0,Verified,0,other,Other,GA
4676,15000.0,36 months,6.97,462.96,B,service,8 years,MORTGAGE,105000.0,Not Verified,0,credit_card,Credit card refinancing,MO
4677,20000.0,60 months,20.99,540.96,F,VP Sr Compliance Officer,9 years,RENT,79800.0,Verified,0,debt_consolidation,Debt consolidation,AZ
4678,8000.0,36 months,7.49,248.82,D,Contract Specialist,3 years,MORTGAGE,105000.0,Verified,0,credit_card,Credit card refinancing,GA
4679,7125.0,36 months,18.25,258.49,E,Pikeville Medical Center &Dollar General,6 years,RENT,27000.0,Verified,1,debt_consolidation,Loan-To Help with high interest CC's,KY
4680,30500.0,36 months,8.08,956.89,B,Product Manager,7 years,OWN,149000.0,Not Verified,0,major_purchase,Major purchase,UT
4681,10000.0,36 months,6.24,305.31,C,RGM,8 years,RENT,43000.0,Not Verified,0,credit_card,Credit card refinancing,OR
4682,12000.0,36 months,11.67,396.69,B,Manager,2 years,RENT,46000.0,Source Verified,0,debt_consolidation,Debt consolidation,WA
4683,6000.0,36 months,5.32,180.69,A,owner,10+ years,MORTGAGE,249000.0,Source Verified,0,vacation,Vacation,CO
4684,11000.0,36 months,12.62,368.63,D,Care Coordinator,< 1 year,MORTGAGE,52000.0,Not Verified,0,house,Home buying,OH
4685,10200.0,60 months,16.59,251.26,F,Executive,3 years,MORTGAGE,49200.0,Not Verified,0,debt_consolidation,Debt consolidation,OK
4686,12000.0,36 months,6.03,365.23,G,Software Engineer,< 1 year,MORTGAGE,118500.0,Not Verified,0,debt_consolidation,Debt consolidation,MA
4687,20000.0,36 months,10.9,653.83,A,Manufacturing Business Concultant,1 year,MORTGAGE,155000.0,Not Verified,0,credit_card,Credit card refinancing,MI
4688,7200.0,36 months,10.64,234.5,C,St. Aloysius Early Learning Center,< 1 year,MORTGAGE,60000.0,Not Verified,0,credit_card,Credit Card Cleanup,WA
4689,8500.0,36 months,16.02,298.92,E,Lance Inc.,2 years,OWN,30000.0,Verified,0,debt_consolidation,Debt consolidation,MA
4690,11200.0,36 months,9.8,360.35,D,General Manager,4 years,RENT,85000.0,Not Verified,0,credit_card,Credit card refinancing,MA
4691,16000.0,60 months,23.63,456.86,B,Union Hospital,7 years,MORTGAGE,75000.0,Verified,0,debt_consolidation,Debt Consolidation,IN
4692,16800.0,60 months,14.64,396.51,A,Buyer,< 1 year,MORTGAGE,64000.0,Not Verified,0,debt_consolidation,Debt consolidation,WA
4693,15000.0,60 months,13.99,348.95,F,Machine operator,9 years,MORTGAGE,52000.0,Not Verified,0,credit_card,Credit card refinancing,CT
4694,35000.0,60 months,28.72,1105.01,F,Sr. VP of Administration,9 years,MORTGAGE,300000.0,Source Verified,1,debt_consolidation,Debt consolidation,VA
4695,7000.0,36 months,14.98,242.59,D,Financial Management Analyst,10+ years,RENT,108207.0,Verified,0,credit_card,Credit card refinancing,MD
4696,2500.0,36 months,6.49,76.62,F,IT Manager,10+ years,MORTGAGE,100000.0,Not Verified,0,other,Other,CO
4697,20000.0,36 months,10.99,654.68,B,Senior Underwriter,2 years,MORTGAGE,65000.0,Source Verified,0,debt_consolidation,Debt Consolidation,NC
4698,20000.0,36 months,12.79,671.86,B,Facility Manager,10+ years,RENT,78000.0,Verified,0,debt_consolidation,Debt consolidation,GA
4699,17550.0,36 months,22.99,679.27,B,Media Lab Coordinator,4 years,MORTGAGE,39949.0,Verified,0,debt_consolidation,Debt consolidation,GA
4700,6125.0,36 months,14.49,210.8,D,PM/ Waste Technician,7 years,MORTGAGE,55000.0,Source Verified,0,debt_consolidation,Debt consolidation,IN
4701,30000.0,36 months,11.49,989.14,E,Diesel Technician,10+ years,MORTGAGE,85000.0,Verified,1,home_improvement,Home improvement,MI
4702,7000.0,36 months,6.97,216.05,A,Technician,5 years,RENT,22500.0,Verified,1,credit_card,,NV
4703,12500.0,36 months,14.99,433.26,C,Head Golf Professional,10+ years,MORTGAGE,85000.0,Source Verified,0,debt_consolidation,Debt consolidation,ME
4704,3000.0,36 months,15.61,104.9,B,Assistant Store Manager,2 years,RENT,23566.4,Not Verified,0,debt_consolidation,Debt consolidation,MO
4705,10000.0,60 months,17.09,249.01,C,Senior Coordinator,3 years,OWN,59970.0,Verified,0,credit_card,Credit card refinancing,WI
4706,30000.0,60 months,12.39,673.27,G,Supervisor,10+ years,MORTGAGE,75000.0,Verified,0,debt_consolidation,Debt consolidation,MI
4707,4000.0,36 months,12.99,134.76,D,factory worker,10+ years,OWN,35000.0,Not Verified,0,debt_consolidation,Debt consolidation,WI
4708,2000.0,36 months,8.99,63.6,A,,,OWN,43200.0,Not Verified,0,debt_consolidation,Debt consolidation,SC
4709,12000.0,60 months,26.3,361.42,E,Shipping Manager,5 years,RENT,33000.0,Not Verified,1,debt_consolidation,Debt consolidation,OH
4710,35000.0,60 months,18.54,899.09,B,Vice President,< 1 year,RENT,147374.0,Verified,0,major_purchase,Major purchase,VA
4711,20000.0,60 months,16.2,488.49,F,Integrated Scheduling Specialist III,9 years,RENT,72360.0,Verified,0,debt_consolidation,Debt consolidation,AZ
4712,20250.0,60 months,18.25,516.98,F,he mechanic,10+ years,MORTGAGE,55000.0,Source Verified,1,credit_card,Credit card refinancing,MN
4713,16000.0,36 months,8.9,508.06,E,Member,9 years,MORTGAGE,72000.0,Not Verified,0,debt_consolidation,Debt consolidation,NC
4714,7000.0,36 months,7.99,219.33,C,Principal Computer Analyst,< 1 year,MORTGAGE,50000.0,Verified,0,credit_card,Credit card refinancing,CO
4715,2500.0,36 months,11.49,82.43,F,Business Developement Manager,1 year,MORTGAGE,80000.0,Verified,0,home_improvement,Home improvement,CO
4716,20000.0,36 months,16.02,703.34,A,Paralegal,4 years,RENT,50000.0,Verified,0,debt_consolidation,Debt consolidation,OH
4717,17600.0,60 months,15.8,426.13,D,mge,10+ years,MORTGAGE,85000.0,Verified,0,debt_consolidation,debt consolidation,MO
4718,13000.0,36 months,12.29,433.59,F,,1 year,OWN,40000.0,Not Verified,0,debt_consolidation,Debt consolidation,RI
4719,4000.0,36 months,17.86,144.33,D,Civil Clerk,8 years,MORTGAGE,30000.0,Not Verified,1,debt_consolidation,Debt consolidation,AZ
4720,7000.0,36 months,13.33,236.98,C,Registered Respiratory Therapist,10+ years,RENT,68000.0,Not Verified,0,credit_card,Credit card refinancing,MO
4721,30000.0,36 months,11.99,996.29,B,Supply Analyst,3 years,MORTGAGE,84000.0,Source Verified,0,debt_consolidation,Debt consolidation,VA
4722,15000.0,36 months,11.53,494.86,F,Truck Loader,7 years,MORTGAGE,70000.0,Not Verified,0,debt_consolidation,Debt consolidation,CO
4723,3375.0,36 months,11.99,112.09,D,Teacher,3 years,RENT,52045.0,Not Verified,0,debt_consolidation,Debt consolidation,NM
4724,12000.0,36 months,8.39,378.2,B,Corporate Air,4 years,RENT,30000.0,Not Verified,0,debt_consolidation,Debt consolidation,NH
4725,14200.0,60 months,9.17,295.95,C,Teacher,8 years,MORTGAGE,56000.0,Not Verified,0,credit_card,Credit card refinancing,MO
4726,7500.0,36 months,6.03,228.27,B,,,RENT,52000.0,Source Verified,0,car,RESTORATION,KS
4727,16150.0,60 months,23.43,459.28,F,Customer Service,10+ years,MORTGAGE,45000.0,Verified,1,debt_consolidation,Debt consolidation,NC
4728,10000.0,36 months,14.09,342.22,F,,,MORTGAGE,41000.0,Source Verified,0,home_improvement,Home improvement,WV
4729,4100.0,36 months,22.91,158.52,A,Law Enforcement ,7 years,MORTGAGE,88000.0,Not Verified,0,debt_consolidation,Debt consolidation,MN
4730,15000.0,60 months,14.65,354.1,C,Account Manager,10+ years,OWN,81000.0,Not Verified,0,debt_consolidation,Debt consolidation,NC
4731,25550.0,36 months,18.06,924.47,F,Software Developer,< 1 year,RENT,140000.0,Verified,0,debt_consolidation,Debt consolidation,AZ
4732,10000.0,60 months,11.39,219.38,F,owner,10+ years,MORTGAGE,98000.0,Not Verified,0,debt_consolidation,Debt consolidation,IN
4733,4000.0,36 months,12.29,133.42,D,Owner,5 years,MORTGAGE,44000.0,Not Verified,0,debt_consolidation,Debt consolidation,AZ
4734,23000.0,36 months,14.85,795.62,C,tech,2 years,MORTGAGE,50000.0,Source Verified,0,debt_consolidation,Debt consolidation,MA
4735,24250.0,60 months,17.56,610.01,D,DHL Exel Logisitics,4 years,MORTGAGE,92004.0,Verified,0,debt_consolidation,PLW Consolidation Loan,OH
4736,9000.0,36 months,8.94,285.95,A,"PFSweb, Inc",3 years,RENT,50760.0,Source Verified,0,debt_consolidation,Credit Card Consolidation,OH
4737,20000.0,60 months,12.73,452.31,C,Nurse,6 years,MORTGAGE,60000.0,Source Verified,0,credit_card,Credit card refinancing,OH
4738,6000.0,36 months,15.31,208.91,B,,,MORTGAGE,36000.0,Verified,0,credit_card,Credit card refinancing,OH
4739,30000.0,60 months,18.06,762.79,A,Director,10+ years,MORTGAGE,182000.0,Not Verified,0,debt_consolidation,Debt consolidation,MD
4740,5000.0,36 months,8.67,158.24,G,,,RENT,32000.0,Source Verified,0,debt_consolidation,Debt consolidation,MI
4741,24000.0,36 months,6.89,739.85,C,Associate,2 years,MORTGAGE,128909.0,Not Verified,0,major_purchase,Major purchase,NV
4742,7000.0,36 months,10.99,229.14,A,para professional pre-k,4 years,MORTGAGE,20000.0,Source Verified,0,credit_card,Credit card refinancing,MI
4743,20000.0,60 months,16.99,496.95,F,Senior HR Consultant,10+ years,RENT,53000.0,Not Verified,0,credit_card,Credit card refinancing,OH
4744,12075.0,36 months,17.99,436.48,C,Triage Nurse,1 year,MORTGAGE,45000.0,Not Verified,0,home_improvement,Home improvement,MA
